BLEU Score
1.0
9.283142785759642e-155
0.6147881529512643
1.0
1.1640469867513693e-231
1.0
1.0
0.0
0.43012508513132625
6.86809206056511e-78
1.0
9.918892480173173e-232
0.8091067115702212
0.537284965911771
0.8801117367933934
0.5247357977607321
8.636168555094496e-78
0.41113361690051975
8.751273976943354e-78
1.0
0.10539922456186433
1.0
7.051402097550211e-78
1.0
1.0
0.0
0.6065306597126334
0.5410822690539396
6.86809206056511e-78
